region,period,tech,vintage,cost,units,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
QC,2045,T_H2_MDV_REFUEL,2040,2.460378816,2020 CAD (M$/PJ/year),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution. Assumed the same costs as HDV stations.",T24,,,,,,TRPHRQC001
QC,2045,T_H2_MDV_REFUEL,2045,2.460378816,2020 CAD (M$/PJ/year),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution. Assumed the same costs as HDV stations.",T24,,,,,,TRPHRQC001
QC,2025,T_HDV_CHRG,2025,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2030,T_HDV_CHRG,2025,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2030,T_HDV_CHRG,2030,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2035,T_HDV_CHRG,2025,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2035,T_HDV_CHRG,2030,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2035,T_HDV_CHRG,2035,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2040,T_HDV_CHRG,2030,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2040,T_HDV_CHRG,2035,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2040,T_HDV_CHRG,2040,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2045,T_HDV_CHRG,2035,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2045,T_HDV_CHRG,2040,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2045,T_HDV_CHRG,2045,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2025,T_I_H2_ELC_ALK,2025,35.539564788,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_ELC_ALK,2025,35.539564788,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_ELC_ALK,2030,35.167963365,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_ELC_ALK,2025,35.539564788,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_ELC_ALK,2030,35.167963365,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_ELC_ALK,2035,34.800247403,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_ALK,2025,35.539564788,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_ALK,2030,35.167963365,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_ALK,2035,34.800247403,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_ALK,2040,34.436376277,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_ALK,2030,35.167963365,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_ALK,2035,34.800247403,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_ALK,2040,34.436376277,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_ALK,2045,34.076309784,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2025,T_I_H2_ELC_PEM,2025,40.974871438,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_ELC_PEM,2025,40.974871438,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_ELC_PEM,2030,40.020970867,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_ELC_PEM,2025,40.974871438,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_ELC_PEM,2030,40.020970867,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_ELC_PEM,2035,39.089277231,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_PEM,2025,40.974871438,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_PEM,2030,40.020970867,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_PEM,2035,39.089277231,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_ELC_PEM,2040,38.179273549,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_PEM,2030,40.020970867,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_PEM,2035,39.089277231,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_PEM,2040,38.179273549,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_ELC_PEM,2045,37.290454876,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2025,T_I_H2_SMR,2025,28.301313565,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_SMR,2025,28.301313565,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_SMR,2030,27.365839185,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_SMR,2025,28.301313565,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_SMR,2030,27.365839185,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_SMR,2035,26.461286067,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR,2025,28.301313565,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR,2030,27.365839185,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR,2035,26.461286067,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR,2040,25.586632135,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR,2025,28.301313565,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR,2030,27.365839185,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR,2035,26.461286067,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR,2040,25.586632135,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR,2045,24.7408891,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2025,T_I_H2_SMR_CCS,2025,48.142290262,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_SMR_CCS,2025,48.142290262,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2030,T_I_H2_SMR_CCS,2030,47.210809543,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_SMR_CCS,2025,48.142290262,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_SMR_CCS,2030,47.210809543,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2035,T_I_H2_SMR_CCS,2035,46.29735157,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR_CCS,2025,48.142290262,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR_CCS,2030,47.210809543,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR_CCS,2035,46.29735157,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2040,T_I_H2_SMR_CCS,2040,45.401567632,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR_CCS,2025,48.142290262,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR_CCS,2030,47.210809543,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR_CCS,2035,46.29735157,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR_CCS,2040,45.401567632,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2045,T_I_H2_SMR_CCS,2045,44.523115763,2020 CAD (M$/GW),From the Techno-Economic Energy Dataset for Hydrogen Pathways Modelling (2023) used for OSeMOSYS - converted annual production into annual capacity.,T23,,,,,,TRPHRQC001
QC,2025,T_LDV_BEV_CHRG,2025,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2030,T_LDV_BEV_CHRG,2025,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2030,T_LDV_BEV_CHRG,2030,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2035,T_LDV_BEV_CHRG,2025,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2035,T_LDV_BEV_CHRG,2030,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2035,T_LDV_BEV_CHRG,2035,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2040,T_LDV_BEV_CHRG,2030,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2040,T_LDV_BEV_CHRG,2035,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2040,T_LDV_BEV_CHRG,2040,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2045,T_LDV_BEV_CHRG,2035,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2045,T_LDV_BEV_CHRG,2040,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2045,T_LDV_BEV_CHRG,2045,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2025,T_LDV_PHEV_CHRG,2025,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2030,T_LDV_PHEV_CHRG,2025,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2030,T_LDV_PHEV_CHRG,2030,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2035,T_LDV_PHEV_CHRG,2025,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2035,T_LDV_PHEV_CHRG,2030,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2035,T_LDV_PHEV_CHRG,2035,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2040,T_LDV_PHEV_CHRG,2030,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2040,T_LDV_PHEV_CHRG,2035,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2040,T_LDV_PHEV_CHRG,2040,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2045,T_LDV_PHEV_CHRG,2035,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2045,T_LDV_PHEV_CHRG,2040,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2045,T_LDV_PHEV_CHRG,2045,0.187202736,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2020.",T24,,,,,,TRPHRQC001
QC,2025,T_MDV_CHRG,2025,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2030,T_MDV_CHRG,2025,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2030,T_MDV_CHRG,2030,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2035,T_MDV_CHRG,2025,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2035,T_MDV_CHRG,2030,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2035,T_MDV_CHRG,2035,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2040,T_MDV_CHRG,2030,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2040,T_MDV_CHRG,2035,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2040,T_MDV_CHRG,2040,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2045,T_MDV_CHRG,2035,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2045,T_MDV_CHRG,2040,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
QC,2045,T_MDV_CHRG,2045,0.093601368,2020 CAD (M$/PJ/year),"Obtained directly from OEO estimates, assuming 1% of capital costs as per Bourlag et al. 2021.",T24,,,,,,TRPHRQC001
SK,2025,T_H2_COMP_10_100,2025,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2030,T_H2_COMP_10_100,2025,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2030,T_H2_COMP_10_100,2030,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2035,T_H2_COMP_10_100,2025,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2035,T_H2_COMP_10_100,2030,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2035,T_H2_COMP_10_100,2035,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2040,T_H2_COMP_10_100,2030,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2040,T_H2_COMP_10_100,2035,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2040,T_H2_COMP_10_100,2040,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2045,T_H2_COMP_10_100,2035,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2045,T_H2_COMP_10_100,2040,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2045,T_H2_COMP_10_100,2045,6.08408892,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2025,T_H2_COMP_100_700,2025,7.341021576,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2030,T_H2_COMP_100_700,2025,7.341021576,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2030,T_H2_COMP_100_700,2030,7.341021576,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2035,T_H2_COMP_100_700,2025,7.341021576,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
SK,2035,T_H2_COMP_100_700,2030,7.341021576,2020 CAD (M$/GW),"Obtained from the Open Energy Outlook 2022; costs derived from the IEA Future of Hydrogen 2019 report, Annex table: distribution",T24,,,,,,TRPHRSK001
